nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_3_e,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dlv_p,o_dlv_e,o_hops,legs
1947,10605,665,646,170,129,134,465,490,349,1516,368,270,1390,349,0,0,0,0,2097,2036,1216,1260,2020,441,400,422,579,425,8599,2,2
1948,5156,4557,4421,90,308,476,1395,1027,233,0,0,0,0,0,0,0,0,0,6460,1680,408,90,2389,233,1375,1137,700,3780,120,1,2
1949,11208,1595,1040,640,1135,411,1100,832,349,2056,1808,540,716,609,0,0,0,0,1665,342,1596,240,277,184,1621,5133,256,840,1612,2,1
1950,9989,222,57,240,354,815,850,703,371,0,0,0,0,0,0,0,0,0,7966,1915,1982,300,230,371,840,935,431,4020,14853,2,2
1951,14598,485,135,420,729,548,890,907,349,191,146,360,345,441,3022,84,250,0,3028,431,203,270,448,349,1120,1161,597,335,4066,2,1
1952,13804,680,645,150,149,721,721,563,815,1061,40,240,1224,815,1597,259,180,0,4942,303,62,240,416,476,975,827,815,4740,1739,1,3
1953,3844,1022,77,240,1128,815,890,868,597,474,107,90,362,515,2475,240,300,0,11136,493,512,220,149,597,1080,1082,349,414,193,2,3
1954,2946,832,73,240,947,815,740,554,206,1215,447,240,957,815,832,753,180,0,7778,2244,1053,90,1215,206,805,786,700,3780,510,2,3
1955,8410,102,68,150,139,101,455,211,128,200,176,150,123,727,0,0,0,0,12137,1539,153,90,1424,128,1230,980,700,3780,146,2,3
1956,8026,2856,2698,240,358,411,855,831,128,6426,5979,240,643,548,156,123,150,0,11947,140,24,240,322,128,865,665,144,3960,2673,1,2
1957,7605,1665,1802,300,126,431,880,566,256,1649,1298,135,406,555,111,74,150,0,3993,776,225,240,701,256,845,395,423,3720,529,1,3
1958,2532,1486,319,300,1412,753,1275,1115,128,0,0,0,0,0,0,0,0,0,7886,3293,2982,90,371,233,1015,534,609,3780,2764,1,3
1959,1720,285,167,150,235,128,115,93,727,319,194,180,241,485,434,444,180,0,5984,445,345,120,156,727,125,157,101,2880,699,1,1
1960,8060,1157,984,240,369,476,915,778,128,156,97,135,154,815,121,58,240,0,1041,2065,1671,90,418,485,1240,1003,700,3780,644,1,3
1961,14594,2025,1259,240,946,413,1375,1059,256,3134,2913,300,490,431,4665,4240,300,0,3256,2560,1613,90,977,256,1240,1039,700,3780,511,2,3
1962,14034,4886,2776,420,2471,548,895,895,349,334,284,360,350,441,0,0,0,0,10209,905,543,150,483,349,115,104,128,4230,39,1,3
1963,10740,196,34,135,251,815,290,173,485,1400,432,300,1224,308,752,104,240,0,5626,2659,1588,180,1222,485,885,1034,149,7020,2453,2,2
1964,8955,180,20,240,352,128,1045,813,700,0,0,0,0,0,0,0,0,0,9328,2635,2103,90,565,700,585,175,257,3780,9028,2,3
1965,989,3103,2923,90,237,671,800,551,700,1397,814,90,1078,128,0,0,0,0,12996,4240,3445,90,825,395,690,352,700,3780,4436,1,1
1966,5723,1379,471,180,1028,597,1050,1032,815,819,792,180,171,256,1382,0,540,0,14484,887,593,240,506,783,890,691,409,1095,2652,2,2
1967,4565,3648,3306,90,371,671,795,651,700,0,0,0,0,0,0,0,0,0,782,385,342,300,294,308,880,716,341,1620,308,1,3
1968,10622,283,97,240,373,815,290,204,281,1791,1526,150,375,809,0,0,0,0,7942,3426,1599,90,1845,281,1360,1266,700,3840,4645,1,1
1969,8011,710,336,300,641,308,405,253,555,98,88,240,199,815,0,0,0,0,4188,525,128,240,547,256,845,395,423,3720,457,2,2
1970,4103,192,76,240,299,815,285,223,485,201,20,135,273,815,0,0,0,0,5551,1312,765,180,697,485,885,836,149,6680,3199,1,2
1971,7084,1513,620,300,1186,413,970,933,128,0,0,0,0,0,0,0,0,0,4318,3977,1603,180,2434,233,860,802,149,6680,19248,1,2
1972,6941,123,12,150,228,128,765,612,610,1390,1195,150,339,411,0,0,0,0,5202,2592,1616,150,1074,610,140,209,128,4230,1417,1,1
1973,2013,1564,1454,90,134,113,1130,713,700,0,0,0,0,0,0,0,0,0,8889,993,712,90,317,700,625,226,174,3780,7378,2,2
1974,10422,1130,106,240,1215,815,1020,1031,671,0,0,0,0,0,0,0,0,0,12471,990,487,180,623,671,910,927,349,550,1508,1,1
1975,4705,373,285,135,184,815,290,181,485,544,139,120,415,236,0,0,0,0,6040,19162,18989,180,313,485,885,1279,149,6680,2546,1,1
1976,14480,5677,5106,90,623,700,1310,956,128,0,0,0,0,0,0,0,0,0,11903,152,11,150,281,128,680,617,783,3690,23,1,2
1977,9992,952,88,240,1053,815,995,841,671,4742,4008,90,765,700,3212,1667,240,0,846,3943,3791,90,308,671,795,654,700,3780,1568,1,1
1978,6360,21865,19210,90,2683,233,1375,1146,700,1196,876,90,358,128,0,0,0,0,2940,216,217,390,362,257,1140,1015,571,950,1373,2,3
1979,383,1005,143,180,982,597,1055,966,815,5920,5677,480,663,476,1399,1044,300,0,1208,487,247,120,300,737,315,285,349,2854,0,2,2
1980,2521,4516,4264,90,322,476,1910,1665,700,1191,37,90,1188,815,282,117,90,0,2180,2289,1801,90,532,700,1135,746,423,3780,19031,2,3
1981,10055,1337,146,240,1374,815,995,818,671,1027,83,240,1123,815,3533,679,90,0,3093,2034,1928,90,134,671,820,445,700,3780,2386,1,3
1982,11348,2318,1765,240,744,366,400,162,128,0,0,0,0,0,0,0,0,0,6093,1479,600,300,1130,413,1000,885,128,3960,3214,2,3
1983,4542,84,33,240,260,815,285,258,485,0,0,0,0,0,0,0,0,0,6789,2681,2104,90,622,485,1240,935,700,3780,20,2,1
1984,520,1039,282,150,853,391,100,142,128,5740,5797,300,218,476,0,0,0,0,9580,747,596,180,296,671,665,106,206,6900,118585,1,1
1985,4541,9145,8777,240,580,548,920,626,128,0,0,0,0,0,0,0,0,0,6922,1080,0,240,1281,128,880,678,800,3960,116,1,2
1986,14004,2992,1552,420,1800,548,1150,884,349,1139,365,240,954,233,290,234,180,0,11344,1399,1311,240,284,398,765,518,413,9700,274,1,1
1987,5185,1747,1408,260,623,609,1175,1283,256,0,0,0,0,0,0,0,0,0,1121,1301,768,300,792,256,700,549,431,4080,1193,1,3
1988,11847,757,651,180,304,671,880,997,299,3765,3567,180,602,671,0,0,0,0,14192,1285,772,90,640,299,820,517,700,3840,920,1,1
1989,13089,2559,2405,90,223,671,815,588,700,0,0,0,0,0,0,0,0,0,8800,5292,5160,90,185,700,850,581,628,3780,621,2,2
1990,549,914,295,150,735,349,115,219,128,0,0,0,0,0,0,0,0,0,11229,1298,1274,240,260,287,915,686,128,3960,1490,1,1
1991,3050,1589,1455,90,174,671,820,589,700,427,251,90,200,431,0,0,0,0,13016,1733,1369,90,395,700,815,509,206,3780,25080,2,1
1992,12412,629,288,360,638,700,947,405,299,0,0,0,0,0,0,0,0,0,14175,2044,1439,90,676,299,825,521,700,3780,1675,1,2
1993,5347,1234,607,180,776,527,895,792,149,958,95,90,899,700,0,0,0,0,12901,2007,1913,90,119,671,820,631,700,3780,33,2,1
1994,620,1900,1781,300,376,308,830,756,690,590,300,180,410,151,375,115,180,0,1812,1605,1451,310,424,690,770,597,555,1140,394,2,2
1995,1264,131,0,150,231,610,180,1217,128,1201,1191,240,205,800,0,0,0,0,6882,1116,433,240,878,128,815,543,332,3840,187,2,3
1996,13451,1743,1519,480,644,476,990,711,349,0,0,0,0,0,0,0,0,0,9137,121,71,150,146,727,125,127,128,4230,10545,1,2
1997,4756,60,68,135,67,815,280,188,485,214,239,240,162,815,0,0,0,0,12682,423,161,180,413,485,885,516,149,6680,73,2,1
1998,4053,989,57,240,1120,815,1020,850,671,0,0,0,0,0,0,0,0,0,12178,1166,910,180,416,671,930,850,349,550,2167,1,2
1999,2531,1388,74,90,1338,431,1780,1518,700,1752,219,90,1561,431,1510,484,90,0,13036,1059,635,90,449,700,625,197,174,3780,338,1,1
2000,643,1720,1555,180,285,151,660,344,308,0,0,0,0,0,0,0,0,0,4293,596,55,1500,1991,371,995,791,815,5100,648,1,3
2001,5573,1291,803,180,634,485,885,679,149,1372,631,90,770,700,1014,395,150,0,9877,896,205,300,974,628,910,958,128,3960,845,2,1
2002,13688,121,42,240,266,128,925,584,413,0,0,0,0,0,0,0,0,0,10231,2428,1593,90,896,413,855,449,700,3780,889,2,3
2003,5287,1215,266,90,979,256,1240,902,700,0,0,0,0,0,0,0,0,0,14536,4210,3305,90,947,395,685,352,700,3780,3053,2,1
2004,13258,1685,433,180,1362,609,560,560,134,1462,1398,420,423,441,0,0,0,0,13326,1148,518,240,810,134,325,290,815,5100,1363,2,1
2005,6050,13719,13568,360,483,485,860,682,308,4580,5180,780,126,548,0,0,0,0,825,2985,1942,300,1421,308,780,724,485,1140,1171,2,2
2006,6116,805,42,150,861,727,155,160,128,150,80,240,253,815,0,0,0,0,11538,2346,446,240,2114,128,1015,647,771,3960,1542,1,2
2007,5934,2873,1971,90,929,456,905,744,700,3838,2664,90,1219,700,1241,659,90,0,8299,659,376,90,308,113,1105,793,700,3780,608,1,2
2008,12235,237,82,240,357,809,785,764,128,0,0,0,0,0,0,0,0,0,13781,2618,1531,90,1111,128,1225,852,700,3780,139,1,3
2009,14558,3568,3171,130,604,456,925,913,349,4447,4411,180,173,468,0,0,0,0,12729,1124,546,780,1318,349,1159,942,468,341,788,2,1
2010,9394,277,70,240,421,128,845,520,206,0,0,0,0,0,0,0,0,0,5233,2421,1595,90,875,206,805,466,700,3780,1088,1,2
2011,7552,2450,1607,300,1094,609,905,890,597,0,0,0,0,0,0,0,0,0,409,1152,156,180,1116,597,1055,940,815,5100,249,2,1
2012,8752,1133,40,90,1123,815,1220,930,700,900,555,240,533,179,0,0,0,0,14313,1017,515,90,544,700,705,358,403,3780,2581,2,1
2013,13924,3565,2452,90,1143,206,805,545,700,0,0,0,0,0,0,0,0,0,12439,2381,1571,180,946,671,890,849,349,550,1957,1,2
2014,1386,665,382,240,201,787,1470,1010,500,4360,3655,300,964,671,2841,1453,180,0,9611,701,516,480,605,476,720,831,349,550,3185,1,1
2015,5883,1459,685,90,795,456,905,587,700,0,0,0,0,0,0,0,0,0,5382,3028,1394,90,1664,411,1875,1636,700,3780,3943,1,3
2016,2727,1362,746,90,651,485,1250,988,700,0,0,0,0,0,0,0,0,0,6272,1043,442,90,629,700,845,490,628,3780,423,2,1
2017,13097,1015,481,150,629,485,100,23,815,1490,288,300,1472,308,0,0,0,0,6091,3844,1579,240,2555,256,1215,587,332,3600,5225,1,1
2018,12905,1997,1905,90,117,671,820,630,700,1767,1499,90,332,413,2306,2153,90,0,5104,1389,387,155,1082,187,920,796,349,918,825,1,2
2019,5502,1055,917,420,503,349,1250,1073,671,0,0,0,0,0,0,0,0,0,9616,685,599,180,366,671,665,67,206,6900,164623,2,3
2020,1969,4802,4022,90,825,252,735,483,700,174,137,150,162,610,0,0,0,0,9052,1642,906,420,1126,349,2174,811,778,846,476,1,1
2021,8125,220,145,150,176,308,620,997,128,832,597,180,364,398,2834,2609,240,0,12835,1898,450,90,1478,128,1635,1422,700,3780,892,1,2
2022,5647,1188,1089,240,294,411,910,668,128,0,0,0,0,0,0,0,0,0,12230,2862,2061,90,851,128,1230,1050,700,3780,2661,1,3
2023,6062,888,560,150,490,571,410,172,128,194,165,180,154,485,265,147,150,0,10771,1109,328,155,875,134,215,261,256,2850,4288,2,1
2024,4251,1056,42,240,1199,815,930,801,476,0,0,0,0,0,0,0,0,0,420,16434,10286,90,5862,476,1850,2277,700,3780,84,1,3
2025,1865,602,457,210,533,403,530,373,671,728,267,900,1266,388,0,0,0,0,3817,11274,11111,90,251,671,815,632,700,3780,53628,1,1
2026,8421,4864,4558,120,351,236,120,56,815,1086,90,120,1066,236,5938,6166,90,0,2140,3643,2939,1260,1904,441,400,436,579,425,4503,2,2
2027,8895,148,33,240,319,128,1045,782,700,0,0,0,0,0,0,0,0,0,6377,4835,4122,90,750,700,605,161,698,3780,1804,1,3
2028,12108,3267,2830,300,677,411,1100,835,349,0,0,0,0,0,0,0,0,0,9564,285,206,180,198,614,335,199,815,5100,1120,1,1
2029,10131,1280,1188,240,268,485,775,274,281,92,14,150,185,128,880,356,180,0,5300,2433,1195,150,1336,610,155,242,128,4230,259,2,1
2030,1165,8691,7894,90,834,456,880,490,700,2559,1752,90,832,456,437,305,150,0,8556,2744,2621,150,217,411,585,628,128,3960,5040,2,3
2031,10299,2009,2026,240,253,366,660,334,281,1700,1220,300,725,671,0,0,0,0,8665,1230,407,300,1094,609,905,872,597,2760,6990,2,3
2032,13525,9880,9900,300,254,476,1005,847,671,1137,890,420,626,349,682,131,150,0,764,879,378,180,620,671,900,941,349,550,4852,1,2
2033,1413,758,395,150,493,571,140,213,128,1179,340,150,956,571,1146,402,150,0,5612,108,17,180,222,361,220,160,128,3960,204,1,3
2034,8169,1345,1140,180,343,411,675,677,128,277,350,980,2114,441,0,0,0,0,6864,806,52,240,953,128,660,501,152,3960,249,2,3
2035,2609,151,13,300,378,800,900,187,694,0,0,0,0,0,0,0,0,0,5513,1043,44,240,1194,128,895,673,800,3960,1053,1,2
2036,10800,5634,2305,180,3449,349,840,641,149,0,0,0,0,0,0,0,0,0,13230,261,374,390,248,257,995,978,349,550,1150,1,1
2037,954,1129,105,180,1144,671,795,781,349,392,216,180,343,609,0,0,0,0,9561,5282,5269,420,385,349,1259,1127,341,351,2984,1,1
2038,12659,1448,1138,90,365,128,1230,825,700,666,227,90,624,456,2062,342,90,0,9234,794,450,90,373,700,1135,701,423,3780,18785,1,2
2039,7109,1508,1356,300,424,753,1275,1282,128,0,0,0,0,0,0,0,0,0,13849,36373,35774,90,614,233,1385,1263,700,3780,1465,1,3
2040,13108,451,187,90,294,700,800,383,671,0,0,0,0,0,0,0,0,0,4421,3637,3392,90,279,671,795,568,700,3780,34,2,1
2041,5164,209,199,150,114,128,800,550,727,2889,2820,240,275,411,980,114,150,0,9129,199,129,150,165,727,155,176,128,4200,1282,2,1
2042,8348,9576,9312,90,292,113,1105,753,700,0,0,0,0,0,0,0,0,0,8874,963,571,90,420,700,1285,936,485,3780,1316,1,3
2043,6052,3008,2922,150,176,614,3000,2529,349,3099,1413,240,1881,398,0,0,0,0,4340,1913,1760,90,197,671,800,543,700,3780,73,1,1
2044,6766,4552,3720,90,865,700,715,287,403,0,0,0,0,0,0,0,0,0,5537,36923,36371,90,840,403,700,435,700,3780,1556,1,2
2045,6943,310,165,150,247,128,110,121,281,1145,128,180,1131,597,239,108,180,0,7933,1939,473,90,1496,281,1420,1233,700,3780,8679,2,1
2046,9457,1593,1378,270,425,663,780,591,349,2994,2991,150,137,413,0,0,0,0,8575,2565,1544,600,1610,778,1740,1792,349,385,622,2,3
2047,13990,718,44,240,872,128,785,722,431,2804,947,240,2044,128,5896,5555,240,0,4031,433,150,90,348,431,1745,1388,700,3780,404,1,2
2048,2039,6231,6027,240,414,371,995,928,128,1194,274,180,1140,628,485,329,180,0,4811,243,209,300,209,571,600,395,349,570,0,2,3
2049,9162,7599,7223,90,438,456,1035,812,700,0,0,0,0,0,0,0,0,0,3685,1632,1482,90,224,700,805,366,123,3780,2505,2,3
2050,3761,1334,40,240,1476,815,620,597,216,1351,105,240,1433,815,1413,1127,240,0,120,548,217,270,543,216,735,491,815,5280,1355,1,1
2051,5099,2035,617,240,1621,299,825,726,128,732,573,120,219,520,1255,992,150,0,4172,3051,2757,300,666,548,860,878,128,3960,242,2,3
2052,13404,170,128,150,151,485,150,218,128,2845,275,240,2749,798,202,49,150,0,10686,5853,5266,90,1123,128,1365,1226,700,3780,111,1,3
2053,8238,1751,1581,90,248,413,860,528,700,37992,36962,90,1060,815,2087,1701,90,0,12962,5026,4240,90,812,700,1195,769,426,3780,70,2,3
2054,10532,711,271,360,726,700,990,980,349,0,0,0,0,0,0,0,0,0,9064,2754,1443,420,1700,349,2557,1205,293,4333,1093,1,3
2055,12838,2473,716,90,1815,128,1230,913,700,2191,2021,90,211,671,1513,1402,90,0,14347,1254,692,90,587,700,625,262,174,3780,1588,1,1
2056,3427,132,48,135,175,815,215,146,128,868,184,150,783,140,5901,5531,240,0,12121,4597,3392,90,1230,128,1480,1250,700,3780,303,1,3
2057,1849,3574,452,90,3247,308,1040,752,233,197,106,240,274,815,1095,1028,240,0,6635,4751,481,90,4292,233,1420,1150,700,3780,91,1,3
2058,3103,4406,4266,90,175,671,820,538,700,0,0,0,0,0,0,0,0,0,11245,566,469,180,231,206,865,627,815,5430,2779,2,3
2059,12580,1565,1424,180,261,257,950,676,149,856,81,240,958,815,0,0,0,0,2211,3212,1849,90,1503,431,1780,1377,700,3780,410,2,1
2060,6502,1051,422,90,659,700,845,484,628,1605,569,180,1176,349,11561,10817,240,0,9739,1307,557,300,1011,628,920,1118,128,3960,169,2,2
2061,11867,2142,2057,180,292,671,880,138,299,1410,1245,150,267,411,0,0,0,0,14213,2449,2152,90,327,299,820,483,700,3780,1530,2,3
2062,5296,979,109,150,966,610,190,177,128,147,37,240,310,798,0,0,0,0,12214,4144,2905,90,1271,128,1230,1019,700,3780,15,2,2
2063,11843,3203,2126,90,1124,128,1635,1402,700,0,0,0,0,0,0,0,0,0,11447,1546,1225,90,351,257,575,307,700,3780,95,1,2
2064,10024,1338,189,240,1341,815,780,754,609,1360,294,240,1245,815,1100,108,240,0,13826,8365,7454,300,1165,609,905,992,597,2760,1133,1,1
2065,10314,4288,4135,240,372,798,695,497,128,0,0,0,0,0,0,0,0,0,12811,27944,26552,90,1408,128,1635,1369,700,3780,599,1,3
2066,9944,1160,52,240,1296,815,780,684,609,0,0,0,0,0,0,0,0,0,8006,1695,1550,300,396,609,700,538,485,1140,474,1,1
2067,5384,463,118,90,396,431,1745,1416,700,0,0,0,0,0,0,0,0,0,6595,739,429,90,349,700,1285,979,256,3780,38,1,1
2068,8324,298,50,165,395,815,910,656,413,1445,1334,240,301,128,1067,358,90,0,5856,2512,1610,300,1162,413,970,787,128,3960,506,1,1
2069,1043,2507,436,90,2162,527,1380,1138,700,994,42,240,1142,815,761,229,150,0,13118,643,468,90,205,671,820,479,700,3780,1531,2,3
2070,2024,2647,2511,90,182,113,1130,739,700,0,0,0,0,0,0,0,0,0,8947,2669,1568,90,1134,700,1195,762,426,3780,60,2,3
2071,3060,30364,29268,90,1119,742,965,533,700,1501,1190,240,528,128,1151,167,90,0,6159,894,281,90,643,700,625,210,174,3780,17475,1,1
2072,1426,8413,6778,420,1285,548,695,914,349,0,0,0,0,0,0,0,0,0,3346,326,126,180,320,349,830,686,149,6680,315,1,3
2073,5525,936,1133,300,56,576,825,680,144,725,96,300,880,815,0,0,0,0,2764,4536,4338,300,459,144,3520,137,502,1440,1846,1,1
2074,10989,490,502,300,254,371,840,782,431,1615,1389,300,503,555,3129,2871,300,0,3322,31578,30588,90,1020,256,1240,1021,700,3780,17,1,2
2075,6384,1172,446,90,760,700,605,268,698,3071,2031,90,1325,128,0,0,0,0,8300,4852,4337,90,540,698,600,442,700,3780,1556,2,3
2076,11251,4791,3371,420,1802,341,1015,981,349,7864,1056,180,6931,484,0,0,0,0,9498,1735,1375,150,476,349,1024,847,407,2766,10191,2,2
2077,8740,117,0,240,325,128,930,734,671,0,0,0,0,0,0,0,0,0,13180,2046,1811,90,261,671,820,448,700,3780,3876,1,2
2078,11430,2727,2707,150,114,366,120,104,128,1273,296,240,1194,128,881,146,150,0,3879,9013,5543,180,3600,411,875,1113,317,660,518,2,1
2079,3054,2267,2168,90,140,671,815,1148,700,0,0,0,0,0,0,0,0,0,8171,150,114,300,309,308,880,665,341,1620,240,1,3
2080,6337,546,232,90,339,700,1285,969,256,0,0,0,0,0,0,0,0,0,11713,11354,10202,240,1355,256,760,382,178,3840,50,1,1
2081,6501,2372,1776,90,629,700,535,160,468,386,149,90,377,431,0,0,0,0,10193,448,526,150,24,468,965,1066,349,385,1005,1,1
2082,12758,198,213,150,80,166,140,146,128,1137,1084,150,161,366,2500,2675,660,0,6677,1968,1728,260,474,411,2210,2241,256,4200,6333,1,2
2083,6759,1174,976,90,229,485,1240,919,700,0,0,0,0,0,0,0,0,0,2375,1314,675,90,671,700,535,147,468,3780,1380,2,3
2084,10195,921,285,240,825,140,510,244,128,888,35,300,1162,628,2557,1582,90,0,7004,84,72,240,209,128,960,700,597,3960,124,1,1
2085,3285,160,117,150,124,398,120,182,134,200,102,180,213,485,324,259,180,0,948,614,203,240,658,134,490,345,128,3960,8029,1,3
2086,11367,2174,1451,240,923,398,400,206,233,141,65,240,279,815,3743,2772,300,0,11832,3144,345,240,1321,233,1590,223,128,3960,2873,2,3
2087,4160,253,57,240,386,815,215,142,128,189,169,150,116,166,2510,1637,300,0,12738,1350,546,90,850,128,1230,946,700,3840,2754,2,3
2088,9707,25575,24840,90,941,527,1385,1056,700,0,0,0,0,0,0,0,0,0,3096,3174,3048,90,170,671,820,569,700,3780,46620,2,3
2089,6021,1459,597,300,1126,413,970,834,128,0,0,0,0,0,0,0,0,0,8898,341,206,240,328,128,1045,811,700,3960,637,2,1
2090,12802,37506,37007,90,800,128,1430,1340,700,1806,1585,90,245,456,0,0,0,0,13154,4324,3675,90,678,700,1240,849,281,3840,3315,1,1
2091,10591,395,130,360,567,700,1125,1088,481,75,137,300,183,468,0,0,0,0,1052,2112,1297,90,838,349,1215,887,700,3780,17,1,2
2092,9389,6908,6077,90,977,456,880,528,700,11703,7191,240,4894,256,842,186,150,0,1459,1387,1309,240,297,411,855,893,128,3960,4592,2,2
2093,10245,1539,1149,240,570,798,800,706,815,877,22,150,955,128,3780,3046,240,0,5167,158,148,180,127,770,265,185,815,5400,1383,2,3
2094,3669,1984,1681,90,337,413,885,653,700,0,0,0,0,0,0,0,0,0,2454,2593,1796,90,827,700,705,317,403,3780,2504,2,3
2095,3074,1579,1477,90,131,671,820,542,700,23210,22209,90,1031,815,0,0,0,0,7583,655,406,300,504,700,1070,917,128,3960,220,1,1
2096,11416,812,19,240,991,128,810,654,609,319,364,240,135,366,0,0,0,0,3870,7992,4220,90,3876,609,1610,1301,206,3780,18840,2,2
2097,11281,389,49,240,537,128,895,615,144,5752,5410,240,538,128,0,0,0,0,3274,10186,3336,300,1555,144,705,596,327,4080,5684,1,2
2098,13749,230,157,300,351,308,805,623,256,3119,1937,300,1441,431,0,0,0,0,11294,7248,5746,240,1672,256,1275,975,680,3780,970,1,2
2099,7743,1506,201,300,1596,144,805,593,371,0,0,0,0,0,0,0,0,0,14127,3255,3220,300,299,371,835,669,431,4080,355,1,2
2100,2283,231,103,360,428,441,695,750,349,0,0,0,0,0,0,0,0,0,12307,2519,652,420,2261,349,626,626,464,939,10687,2,1
2101,12147,2818,1489,240,1517,809,785,885,128,16117,14515,90,1643,476,1931,1297,90,0,608,397,44,165,468,128,1275,1023,413,3960,809,1,1
2102,12185,2655,1568,180,1207,196,1495,1236,149,2835,1591,300,1505,609,2367,1514,240,0,13859,4366,4368,180,141,326,155,182,349,896,475,1,3
2103,7956,120,92,150,119,281,125,180,571,1819,1613,180,326,671,3967,3298,180,0,11111,3597,1602,180,2122,571,820,703,149,6680,14380,2,3
2104,1158,353,151,90,222,456,880,546,700,0,0,0,0,0,0,0,0,0,9186,772,522,90,303,700,1865,1586,431,3780,1404,1,3
2105,1553,1209,79,90,1160,815,1210,1021,700,4671,1478,90,3331,485,1127,261,90,0,3569,1750,1452,90,366,700,850,426,628,3780,748,1,1
2106,3592,772,546,90,282,700,800,351,671,0,0,0,0,0,0,0,0,0,12440,1258,522,180,895,671,900,895,349,550,1566,1,3
2107,8031,2826,2777,240,287,411,855,938,128,0,0,0,0,0,0,0,0,0,9170,812,63,150,852,727,125,163,128,4230,280,1,1
2108,3040,819,179,270,866,349,870,770,520,1373,193,420,1563,349,1466,1487,120,0,7198,954,752,120,359,520,1025,772,349,593,284,2,1
2109,6086,1358,1070,150,405,413,760,677,128,156,13,240,328,783,0,0,0,0,8821,137,16,150,220,128,765,606,610,3600,597,2,3
2110,9499,1868,1878,420,342,349,1255,1236,413,127,81,180,166,149,0,0,0,0,8223,341,270,90,142,413,860,447,700,3780,902,1,2
2111,5308,873,319,180,682,610,245,175,128,1097,177,180,1040,597,0,0,0,0,14639,4927,4121,1260,2006,441,400,399,579,425,4261,2,2
2112,1300,945,890,150,162,610,170,202,128,276,238,300,315,671,0,0,0,0,7995,60,12,300,288,128,840,459,485,4080,1101,1,2
2113,3166,410,236,90,239,431,1745,1434,700,244,62,90,215,113,0,0,0,0,2282,1055,249,90,849,700,535,148,468,3780,294,2,2
2114,5654,4289,4205,240,270,411,850,756,128,985,117,150,958,101,0,0,0,0,6106,2785,73,240,4888,727,3375,164,128,3960,2605,1,2
2115,6496,631,56,240,782,128,770,514,216,0,0,0,0,0,0,0,0,0,46,1490,974,270,728,216,735,889,815,5160,36141,2,2
2116,9549,6622,6533,240,232,413,730,779,349,2547,2658,420,269,407,460,374,150,0,5660,1704,920,420,1164,349,1159,955,468,341,128,2,1
2117,7839,851,336,150,609,366,130,190,128,549,40,240,707,128,670,550,360,0,8722,130,143,300,77,216,690,797,798,3960,2159,1,3
2118,8871,1194,346,180,988,149,625,612,256,612,423,260,403,609,3305,2957,300,0,13021,1115,926,180,336,256,875,699,149,6680,9424,2,3
2119,1163,1890,1668,90,246,456,880,536,700,4049,3142,90,937,815,37410,36746,90,0,10748,998,457,90,578,700,955,608,742,3780,1344,1,3
2120,4294,134,59,135,168,815,380,855,770,132,0,240,332,809,454,114,240,0,5175,106,87,180,134,770,265,148,815,5160,81,1,3
2121,6721,1054,211,90,864,485,1250,966,700,0,0,0,0,0,0,0,0,0,2155,2532,2400,90,167,700,705,357,403,3780,1043,2,3
2122,4075,1032,98,240,1117,815,1020,914,671,1189,478,240,913,815,418,301,180,0,804,2515,2355,90,196,671,795,673,700,3780,7203,1,1
2123,8218,5058,3453,420,1974,349,1240,1138,671,0,0,0,0,0,0,0,0,0,872,904,657,90,266,671,790,524,700,3780,39,2,3
